,Subj1_0h,Subj1_6h,Subj1_6h_LPS,Subj1_24h,Subj1_24h_LPS,Subj1_48h,Subj1_48h_LPS,Subj2_0h,Subj2_6h,Subj2_6h_LPS,Subj2_24h,Subj2_24h_LPS,Subj2_48h,Subj2_48h_LPS,Subj3_6h,Subj3_6h_LPS,Subj3_24h,Subj3_24h_LPS,Subj3_48h,Subj3_48h_LPS,Subj4_0h,Subj4_6h,Subj4_6h_LPS,Subj4_24h,Subj4_24h_LPS,Subj4_48h,Subj4_48h_LPS,SPQC_3,SPQC_4,SPQC_5
Subject,Subj1,Subj1,Subj1,Subj1,Subj1,Subj1,Subj1,Subj2,Subj2,Subj2,Subj2,Subj2,Subj2,Subj2,Subj3,Subj3,Subj3,Subj3,Subj3,Subj3,Subj4,Subj4,Subj4,Subj4,Subj4,Subj4,Subj4,SPQC,SPQC,SPQC
Condition,0 h,06 h,06 h_LPS,24 h,24 h_LPS,48 h,48 h_LPS,0 h,06 h,06 h_LPS,24 h,24 h_LPS,48 h,48 h_LPS,06 h,06 h_LPS,24 h,24 h_LPS,48 h,48 h_LPS,0 h,06 h,06 h_LPS,24 h,24 h_LPS,48 h,48 h_LPS,SPQC,SPQC,SPQC
Q86UX7,18919.79492,24377.9375,25130.77344,19877.10352,19915.88281,24266.24805,25301.6582,30232.64844,36554.65625,47987.86719,31969.04688,39159.98828,26489.28516,38532.51563,33879.82813,36522.59375,25238.46289,25180.85938,19652.51758,23476.02148,29893.91992,37985.57422,51603.55859,29793.85742,37995.59766,25805.375,38017.32422,28099.73438,29317.69922,29060.44727
Q86VB7,6355.055176,3725.924072,4798.992188,5009.077148,3984.828857,3241.4021,5538.572266,6845.621094,5959.52832,4814.025879,5849.399902,4982.086426,4580.194336,7119.036133,6168.280762,5363.390137,3937.417969,5602.637695,4104.344238,2485.165283,7647.079102,7574.446777,8091.211426,6559.706543,6425.924316,7839.374023,7017.205566,5887.500977,5912.785645,5666.612305
Q86WA8,NA,NA,NA,NA,NA,NA,NA,61969.81641,70439.17969,58259.88281,50714.72266,64771.31641,46446.03125,52970.73047,51440.39844,42258.32422,45470.92969,50461.91797,64757.40234,68514.23438,18701.70508,27347.85938,27829.78906,21655.02734,24466.00195,27593.47852,27943.47656,38596.875,26876.76367,32999.66016
Q86X40,241139.4063,256428.5,278484.6563,251386.7188,282360.9688,272959.7813,300211.1875,232009.6875,244293.1406,208207.2969,224843.8438,247224.6094,226452.1406,252837.5313,195825.9219,188410.0625,253203.4531,263379.9688,284984,291528.25,212011.75,229884.7656,211549.8594,219285.4688,267633.75,230974.8438,289508.9063,265105.8438,264491.0938,197927.7344
Q86YA3,12873.08105,10663.125,13105.09863,8937.652344,10512.73145,11130.12988,12935.32715,8437.050781,7615.460938,6634.857422,8228.768555,8283.077148,5524.148926,NA,7417.051758,6363.73877,7321.798828,7731.641602,6397.096191,NA,6426.312988,6528.137207,8315.293945,7313.028809,7575.958008,3776.038574,NA,4880.400391,11586.61523,6082.34375
Q86YW5,4697.044922,8941.749023,12509.03418,7983.520508,10427.11035,8716.587891,5729.229004,13307.38184,17572.23828,22979.55078,14576.0127,24889.20313,14431.09863,21611.06445,14750.50684,15451.04199,13640.30078,11198.6377,8696.083008,7774.680176,6011.29248,15691.56445,22969.81836,13459.50586,21029.0332,16489.27148,21288.95898,8644.861328,8191.98877,10121.11914
Q8IUL8,2618.895508,4825.852539,4787.55957,NA,4436.994629,NA,NA,8203.211914,7520.400391,6102.703613,12596.28027,8593.207031,7589.986816,6933.466797,7393.587891,4320.217773,3131.013916,4111.429199,5147.651367,9700.347656,2478.833008,3136.520264,2657.998535,2574.590576,4055.774902,NA,NA,3038.857178,7732.824707,4928.853516
Q8IYT4,NA,5154.962891,4878.751465,8374.318359,NA,30326.67969,37063.29297,NA,NA,NA,NA,13750.22168,41325.37109,36742.66406,4418.202637,NA,10582.4541,15088.77246,54287.96094,56499.625,NA,NA,NA,6804.535156,9763.148438,39946.20313,41491.83984,15139.05371,22983.12891,16665.60547
Q8N5Y8,5983.946777,5792.779297,8772.259766,4967.490723,5980.627441,4965.765137,7239.160645,NA,NA,2179.647705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2868.854492,2997.263428,2576.854736
Q8N9W8,301606.1875,345439.4375,351744.375,334685.25,292726.4063,378070.25,345768,371195.0313,212843.5781,367540.3438,352969.2813,378708.3125,396100.3438,394584.1563,350009.0938,356021.2813,366609.4375,361774.375,363853.5,256336.1719,275433.5938,228424.6094,339936.9375,347561.7813,348606.9063,357603.1875,348063.0313,347113.5313,344649.9375,390126.375
Q8NBP7,11139.71777,9779.191406,10697.09277,10173.71777,10122.02246,9061.232422,8372.638672,7825.097656,8140.163086,6185.029785,6200.415527,6807.57373,4857.838867,4760.94043,10797.0459,11105.90039,10602.53711,10799.79199,6411.20166,5214.460938,8416.520508,8649.12207,9805.810547,8355.488281,9092.837891,9532.655273,8611.385742,6663.995117,8655.115234,6770.081543
Q8ND30,54480.27344,63171.46094,57706.58594,59448.23047,57231.5625,42324.51172,39099.78906,36508.64844,53987.07813,41748.11719,42478.54688,41622.53125,36537.29297,34560.04297,50164.46484,48117.24219,49591.13672,47288.15625,40572.12891,34123.69922,30302.76953,30771.48633,29561.60938,27534.56445,34412.39453,24344.95508,23457.14844,45683.51563,36131.48438,41621.15625
Q8TDL5,NA,5897.744629,NA,4363.731934,NA,NA,NA,8825.444336,7307.132324,6017.386719,10162.64453,6757.525391,6135.213867,NA,4968.772949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2465.014404,NA
Q8WZ75,3054.654053,4822.553223,4276.607422,NA,NA,3914.85376,NA,6414.857422,9760.992188,8221.834961,6841.967773,6663.171875,5337.518555,5483.503906,7866.769531,6988.014648,7533.85791,8673.886719,7230.59375,9086.03418,7852.403809,9694.405273,7994.520996,8101.304199,9558.602539,5225.586914,5519.609863,NA,6305.849121,6826.975586
Q92496,34960.77344,32440.25781,32845.91797,32343.83984,35744.13281,31185.51758,27472.02344,9155.228516,9494.490234,8618.796875,11199.29297,6541.401367,6892.490234,10729.3291,65697.86719,60389.66406,63654.84375,66855.28125,54954.32422,40865.66797,62173.26953,62604.57031,63577.80469,65190.69922,66415.20313,63036.82422,60625.20313,39639.64844,35757.14063,39760.63281
Q92820,21082.20313,29549.71289,29343.83008,27540.7832,29679.14844,25919.9668,26326.5332,24375.5957,25233.63086,23798.84375,25838.76563,22970.76172,24226.2793,23994.90234,19474.09375,16321.1709,22619.32227,23144.63477,20348.71094,21499.50391,31171.02344,27882.36523,30882.29688,29352.62695,28734.57227,27076.75,29169.87109,21124.98242,23820.71484,25769.29688
Q92887,35571.26953,39068.03516,42805.82813,29142.26172,36206.64844,32216.08008,42002.98828,61213.73828,82199.29688,58201.49219,60655.24219,60425.5,64302.60547,68917.36719,30185.79883,25870.95508,23822.35352,32946.55469,29233.11523,34327.70313,47022.96094,46119.82422,44158.625,48536.46094,49899,50429.15625,45037.58203,50191.41016,50632.86719,49707.22656
Q92953,4455.976074,8140.802246,10607.41211,26438.08594,14324.65137,48887.19922,61695.80078,3874.723145,8022.231934,5668.882813,13694.41992,18699.68359,64718.48828,61524.48438,10401.45996,10185.3916,21683.64844,34405.16016,83984.21094,108631.5391,6064.114746,3912.33374,8989.085938,16869.35156,13040.41602,38858.36328,54067.62891,35668.09375,35294.6875,39507.62109
Q92954,122478.9609,126429.7344,112742.9297,114836.5859,123631.3516,108787.9219,106511.6172,95239.76563,92426.5625,87502.5625,85758.53125,87479.75,82886.01563,76148.92969,79812.92188,82794.42188,79299.03125,74487.49219,69870.38281,77947.54688,105029.5469,104739.9063,101179,102347.4922,102329.8594,92994.28125,101136.1016,88293.59375,89389.10938,91997.39844
Q969X1,NA,NA,NA,20563.48438,NA,29050.88477,31072.33594,NA,NA,NA,NA,21080.67773,29670.50781,20993.86133,NA,NA,20976.69531,NA,36227.78906,31894.0625,NA,NA,NA,NA,NA,35578.73828,37617.72656,22220.04688,23554.86133,27519.33203
Q96EE4,15637.54297,15755.17871,13337.58594,13785.43652,14535.65918,12972.43848,15842.39453,17680.66406,15407.87305,13075.5752,13579.35059,12118.82422,13144.84863,13714.47949,20181.1582,16701.86719,15511.21777,16182.09863,17791.02148,17166.88672,19280.68555,16553.85352,15902.7002,13703.72363,17089.60742,15590.07031,13879.60645,15670.2041,14702.49023,14891.33496
Q96IY4,157829.5938,158601.75,161670.7031,160839.4219,164927.5469,159598.4219,161627.6563,181411.8594,176633.8281,181820.125,184386.4375,180554.5625,187082.7188,185154.5313,190289.2031,194010.3906,187963.2344,191630.6563,212094.6719,202306.6875,224609.625,224361.6094,222817.0156,224951.75,224843.9844,229194.9844,231370.4688,184561.8906,187262.4063,187803.625
Q96J42,NA,1575.138428,NA,1637.014526,2102.317627,NA,2096.157715,16870.91211,16752.66211,19574.5332,18635.4707,20429.99805,20475.31445,20365.33398,7950.32373,7361.418945,8963.913086,6853.930176,9948.076172,10932.55664,11271.35449,11009.63965,11891.00977,11731.79004,10817.09863,12094.76465,13341.76367,11059.73242,12534.44141,9512.552734
Q96KN2,69474.78906,69329.84375,70019.79688,66141.27344,67989.82813,66905.98438,65014.40234,58598.85156,56760.03516,55261.76563,54772.08203,55896.36719,56037.51172,53460.05469,68508.5625,65043.58984,64629.83203,65546.86719,67217.67969,72123.60938,85650.57031,82976.72656,81246.16406,80843.73438,83647.5625,79406.5625,77758.70313,69613.32813,72724.39844,70370.57813
Q96PD5,642021.3125,617663.625,623803.625,619164,648092.1875,640425.125,679289.9375,656270.25,665907.1875,654228.8125,659296.875,639796.5625,688871.125,671471.5625,662060,658335.5625,657681.75,670936.0625,729601.0625,766738.1875,696468.0625,675771.125,684244.875,685142.3125,685619.25,679485.125,702075.6875,667143.875,687307.625,682486.125
Q96TA1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19496.74609,19512.61328,19037.36328,19868.73438,19693.12695,21125.79297,NA,NA,NA,NA,NA,NA,NA,5175.114258,4764.374023,5074.882813
Q99439,1386.982544,4697.925781,1804.176514,6065.20459,4723.847168,9820.455078,7961.692383,4568.732422,11382.40723,11225.1543,13725.08984,12978.0957,15186.76563,16880.93555,5007.505371,3642.587402,7140.588867,4626.269043,5778.19873,6510.53125,3721.234131,6859.709961,8253.614258,8901.802734,12503.08496,13463.05859,15513.18652,6273.972656,5350.010254,6573.228516
Q99497,1479.13855,5519.8125,4931.313965,9103.751953,6726.237305,10256.81836,10472.52832,4547.770996,7721.78125,5814.108887,10066.04199,11678.3457,16149.04785,15089.22852,7751.753906,6709.130859,11199.95508,11942.03027,15027.79883,21215.24805,4588.637695,8609.724609,10009.10352,9690.212891,10861.35449,14358.46777,18047.23633,6216.379883,9489.351563,8766.802734
Q99784,26944.45313,29108.03125,27952.13281,26900.97266,22818.4707,26356.87109,22671.84766,33664.91406,27673.28711,29620.03711,31298.59961,28620.80664,25100.61328,30544.74023,21190.0293,21245.29297,18725.10742,17048.61133,14555.85254,15066.80273,15023.37598,12369.80859,11930.50977,13113.6416,12674.21387,11682.69629,9241.666992,22810.4043,19144.64258,6382.511719
Q99808,NA,NA,NA,NA,NA,11186.94434,10844.10938,NA,NA,NA,NA,NA,11003.34668,10870.29102,NA,NA,170.783905,NA,15911.28906,7913.988281,NA,NA,NA,NA,NA,6578.202637,4224.51709,NA,3638.341064,575.7809448
Q99969,13071.54688,11686.24023,12813.3877,9224.710938,10849.34766,7991.147949,6539.196777,10410.67871,9695.837891,10109.04395,8510.03418,9390.040039,3996.50293,6836.694824,13333.63574,13167.14551,12841.47852,13494.27246,8154.449707,6413.319824,13061.03418,13411.72559,14371.08691,11893.7793,14089.46582,9464.225586,11470.40625,8623.868164,8875.203125,8959.212891
Q9BSM1,54262.59766,54211.21094,54409.78516,56962.51172,57822.25391,62539.29297,61408.95313,8058.310547,NA,NA,NA,NA,NA,6609.323242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20049.63086,18372.83008,23821.5625
Q9BUN1,11320.77539,11887.18945,13211.2627,12593.15332,14627.29785,13749.06836,16629.72656,17123.28906,19133.9707,17146.82422,14977.78516,20221.47656,8082.44873,10406.61035,15895.30371,11589.22949,14412.07227,7642.199707,10803.92578,NA,7870.627441,13780.16016,8221.953125,8571.638672,11948.16992,4899.192383,4301.586914,12847.70801,12105.17871,9797.992188
Q9BWP8,26090.58203,26360.12891,27072.65625,26696.95898,25725.69336,27980.18945,28367.76758,22568.0625,21841.98047,20995.98633,20781.28711,20826.125,22368.39453,22376.56641,24116.05469,24226.72656,24825.22461,25743.89648,25620.0625,27454.14258,20238.43164,20156.02734,18667.40625,20675.52148,20494.92969,18117.97461,20077.77344,23131.50391,23177.25,24138.2832
Q9BXR6,69235.875,69315.60156,71264.27344,67094.35156,68285.17188,59339.00391,56229.48438,54469.13672,54440.71484,52723.58203,52916.5,50432.13672,48417.11328,49355.79297,69231.32031,69206.23438,65449.17188,62733.48828,54032.55859,35946.95703,90418.75,84030.04688,86786.0625,88767.41406,84649.99219,85465.57813,81405.66406,59229.93359,55207.23828,56397.3125
Q9BXY5,2667234,2733164.75,2716041,2767416.25,2725596.5,2660443.75,2816593.75,2227163.5,2342228,2182705.25,2252038,2282296.75,2483039.5,2346662.75,2381719.75,2416507.5,2420386.25,2542565,2695664.5,2986337.75,2325683.5,2562454.75,2445996.75,2432166,2545900.25,2561156,2544007.75,2754664.75,2798632.75,2774311
Q9BY67,2775.383545,3739.838867,1277.27417,2573.673828,3481.010498,971.9155884,2262.045898,5653.001465,5246.395508,4629.024414,4991.972168,4403.943848,4750.428711,2937.356934,3993.163818,3382.275391,2639.967529,2767.512939,713.1531982,NA,1668.368286,2653.230225,2664.033447,2481.143799,3465.242432,1818.608276,1151.167114,2279.299072,NA,2381.262451
Q9BYJ0,2955.155762,1541.0625,4479.786133,1916.946289,4138.733398,5849.905273,NA,9718.079102,8189.134277,12249.09375,10244.42285,8526.027344,8560.191406,8831.553711,10226.78027,14090.91406,12445.54297,13007.54395,12893.62891,9643.082031,5004.15332,4295.450195,5191.804199,4173.473633,7077.619629,3086.310059,3901.579346,6859.780273,6201.208008,8288.194336
Q9GZN7,9136.856445,10072.82617,9594.259766,8613.845703,8686.808594,9824.987305,9891.908203,14079.91406,15078.45703,15231.91797,14167.76855,15022.83105,13984.74414,15023.84961,3441.595215,4457.921875,NA,NA,NA,NA,15503.77246,13969.41309,13375.47461,13048.89355,14570.54004,12246.48926,13999.02246,10343.78906,9523.675781,9722.076172
Q9H299,3841.681885,9085.561523,8157.224121,12894.29883,10756.75,16107.55078,21509.38086,8987.764648,12854.96777,21656.18164,20684.35547,23230.20117,33027.44141,30472.42383,13552.38477,18325.27539,18609.32422,23845.25586,25206.72656,32657.4707,14153.93262,17749.48242,24040.93359,25123.07813,26604.11133,32210.93945,37530.51953,20914.79297,18276.12305,20627.13086
Q9H4A9,2559.75708,3082.242188,1520.290649,3186.496582,4287.050293,3859.275879,3176.386719,4361.128906,5282.74707,3925.37793,4434.03125,3974.304443,5303.811035,4886.302734,5506.120605,5094.182617,5468.302246,4998.163086,4906.413574,5279.49707,6067.649902,5621.606445,7095.492188,6001.839844,6033.071777,4510.797852,5773.047852,3857.774902,6592.930176,5302.541992
Q9H4B7,4947.865234,5533.476074,5067.441895,5042.412598,4946.043945,5410.790039,4652.021484,8772.75,8473.331055,8885.710938,5262.535645,7215.053711,4281.203125,5989.806152,12436.9082,12778.32324,7471.80957,6311.669434,5481.850098,7082.355469,17876.99609,14950.11133,19341.74609,9795.177734,11649.43457,10550.59375,13294.78906,4781.635742,7610.958008,7533.098633
Q9H4G4,11739.25684,12106.12207,10365.89746,9828.960938,9271.974609,15848.7793,18020.98242,13080.21582,12403.80957,12738.27637,12337.68555,14403.5293,18751.81055,17995.39258,14416.33691,12963.23633,16438.60156,15957.89258,22844.48242,22868.31055,11414.65625,11034.79883,13763.35547,10725.5625,13185.34863,19006.28711,18398.875,12540.39355,15100.10352,14193.98535
Q9H799,NA,3983.844482,NA,7949.638184,4867.912109,12985.74023,15836.91699,NA,5365.629395,NA,8921.875977,6811.806152,14934.37891,15618.24707,7590.315918,6188.058105,9271.852539,13006.49414,21507.89258,23754.63281,4752.171387,NA,NA,8479.082031,NA,13446.9502,17434.63086,9449.75293,11532.53223,8653.758789
Q9H8L6,36941.44922,36624.64844,36060.78125,34873.17969,34022.3125,33849.13281,40661.25781,54732.45703,50512.42969,53681.96094,52073.42969,45510.91406,49585.92188,50986.83594,42244.95703,40139.68359,42479.90234,42019.92969,42113.00781,44639.34766,41784.16016,39771.80078,43795.01563,41543.28516,42385.05078,38402.42969,41336.35547,43582.80469,43303.44531,45602.16016
Q9HBI1,4639.65625,5424.405273,6619.209473,7197.341309,6805.135254,7780.306641,12810.36328,6718.885742,10635.48535,12972.67969,9947.617188,13032.91797,11206.36914,13271.64648,7522.03418,8418.838867,7646.22998,7356.132813,7567.539063,9112.279297,7052.450195,9247.279297,13572.25098,8884.485352,12505.97461,11217.4668,13018.94434,9772.196289,10651.41504,11666.65234
Q9HDC9,32060.31445,29433.29297,33269.26953,29315.77539,24586.18359,25963.41406,32658.64453,47223.59375,40625.41406,38995.10156,40937.72266,38335.82422,47079.4375,49276.71094,35137.24219,39132.34766,37735.90625,38899.5,43844.66016,44959.22656,38682.17969,40704.74609,36709.76172,34765.03906,36725.97656,39459.18359,40356,38845.96094,38658.01953,40571.74219
Q9NPG3,4355063.5,4352042,4305966,4188540.75,4241126.5,4062710,3667172.25,2602903.25,2652737.25,2755009.25,2647015,2604351.5,2496755.25,2385135.25,3762681.25,3701990.25,3777847.5,3664918,3480987.75,3185116,3419866.75,3387603.5,3386636,3347447.75,3319138.75,3120969,3062403.5,3149807.25,3287601.5,3290140.25
Q9NPH3,23566.93555,29152.0625,27008.16016,24611.41797,26732.27344,28103.21289,26481.48242,62672.875,66045.23438,64272.53125,60161.99609,64159.57031,61646.125,67361.25,30966.70703,34063.25,29637.79883,33630.11328,31454.29492,30768.36523,36237.84766,36797.33594,35019.96875,35544.41016,37532.79297,33378.64063,35786.48438,38352.09766,39209.84766,39442.60938
Q9NPY3,4864.012695,5199.516113,6193.984863,5800.841797,6721.740234,5690.495117,7274.330566,11170.50586,12269.98828,12177.87793,10621.0459,10879.23535,13815.50879,11826.93555,8116.314453,9007.737305,6486.259277,8726.37793,9187.380859,10476.00488,8156.632813,6144.844727,7710.066406,8269.913086,8310.833984,8497.011719,9815.072266,10434.37695,11277.35254,9397.44043
Q9NQ79,36271.03516,36593.15234,36758.21484,35878.25391,35146.79688,35897.98047,34635.79297,36181.88281,32791.72266,34038.38672,33362.63672,32369.42578,34412.53125,32418.35352,62032.90234,62946.27734,60206.08203,61204.38672,61977.77734,64508.33594,37485.74219,38893.90625,37721.10156,38131.53125,37063.07031,35107.42969,36425.40234,41042.04297,41574.44531,42616.22266
Q9NU22,5726.435059,4250.175293,3921.781006,6084.888672,5322.898438,1200.071777,3111.187256,4109.041016,3573.715332,2575.207275,4831.28418,3578.918701,1263.738525,5269.827637,6629.970703,8382.682617,6644.598145,6280.433594,6966.111328,6260.900391,12.64977741,12.16886139,NA,NA,11.98066711,13.3817482,NA,12.3135891,1284.51062,12.55020428
Q9NZC7,13763.2002,12471.28809,12990.33301,15491.39063,13407.20215,14335.04785,14933.15527,29539.66992,24361.30273,23036.04492,31101.15625,27427.64648,30398.16992,28008.44727,27660.12695,27516.85547,28678.66602,31371.76172,32811.79688,40595.6875,22331.85156,19676.64258,22523.06055,19993.48438,27068.11523,23990.46289,27229.30859,27283.07617,28233.14063,30578.375
Q9NZP8,108857.5391,106052.6953,109331.1719,107844.7188,109021.1719,106914.9219,110993.9219,101208.9922,101342.1172,100971.9297,96869.17969,97359.85938,98691.21875,101167.9531,95746.05469,96542.91406,96182.16406,97877.26563,98341.76563,109894.2188,122232.4844,119295.3203,116803.7422,118234.8125,116484.3828,115470.0234,113367.8359,109637.2891,111769.6406,115077.2656
Q9UBP4,8142.129395,8223.283203,8629.154297,7360.609375,8273.582031,4667.704102,NA,11213.7666,11564.29492,10293.37402,10908.80762,8031.112793,NA,NA,11130.54883,10820.90625,9879.586914,6249.100586,NA,NA,7885.198242,10768.45605,9289.185547,8087.701172,10477.87402,6161.94873,4954.183105,3802.740967,4663.581055,4547.918457
Q9UBW5,2091.89502,4437.897461,3848.755127,4741.074707,4279.365723,5439.291504,6372.857422,NA,5891.898926,6594.67334,7625.672363,9875.238281,6438.32373,9896.605469,8406.052734,5844.087402,4950.756348,5038.00293,6893.618164,NA,2411.137207,9198.793945,10354.45215,7745.731445,9335.094727,5377.140625,11577.88379,7533.004395,8786.071289,9940.613281
Q9UBX5,8714.583008,8893.935547,10674.08594,8682.488281,8027.231934,8783.126953,8073.976074,9463.514648,9401.612305,9623.84082,10494.16309,8597.389648,7950.050781,8699.128906,7546.960938,6862.144531,8318.972656,4126.201172,5761.061035,4512.041504,9000.573242,9927.266602,11153.08496,8029.064453,9048.68457,8743.966797,11104.42285,8364.618164,5917.082031,6610.319824
Q9UGM5,114138.3125,114527.2344,106266.2734,105317.4609,113767.9453,106109.0469,92554.24219,116724.6484,103497.4063,109583.0859,110858.6172,103659.3594,104441.7422,95374.78125,91667.16406,90253.69531,88758.74219,89309.58594,68739.02344,63761.71094,71601.50781,64632.64844,67040.42188,65691.92969,66612.32813,63908.52734,70398.64844,72085.10938,76038.19531,77855.5625
